Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
0459900,"Mixed Grain",HU,"Hungary",2010,2011,05,028,"Production",08,"(1000 MT)",372.0000
0459900,"Mixed Grain",HU,"Hungary",2011,2013,05,004,"Area Harvested",04,"(1000 HA)",101.0000
0459900,"Mixed Grain",HU,"Hungary",2011,2013,05,028,"Production",08,"(1000 MT)",346.0000
0459900,"Mixed Grain",HU,"Hungary",2012,2013,05,004,"Area Harvested",04,"(1000 HA)",111.0000
0459900,"Mixed Grain",HU,"Hungary",2012,2013,05,028,"Production",08,"(1000 MT)",347.0000
0459900,"Mixed Grain",HU,"Hungary",2013,2014,05,004,"Area Harvested",04,"(1000 HA)",118.0000
0459900,"Mixed Grain",HU,"Hungary",2013,2014,05,028,"Production",08,"(1000 MT)",482.0000
0459900,"Mixed Grain",HU,"Hungary",2014,2016,04,004,"Area Harvested",04,"(1000 HA)",123.0000
0459900,"Mixed Grain",HU,"Hungary",2014,2016,04,028,"Production",08,"(1000 MT)",486.0000
0459900,"Mixed Grain",HU,"Hungary",2015,2017,05,004,"Area Harvested",04,"(1000 HA)",127.0000
0459900,"Mixed Grain",HU,"Hungary",2015,2017,05,028,"Production",08,"(1000 MT)",502.0000
0459900,"Mixed Grain",HU,"Hungary",2016,2017,12,004,"Area Harvested",04,"(1000 HA)",116.0000
0459900,"Mixed Grain",HU,"Hungary",2016,2017,12,028,"Production",08,"(1000 MT)",480.0000
0459900,"Mixed Grain",HU,"Hungary",2017,2018,11,004,"Area Harvested",04,"(1000 HA)",94.0000
0459900,"Mixed Grain",HU,"Hungary",2017,2018,11,028,"Production",08,"(1000 MT)",374.0000
0459900,"Mixed Grain",HU,"Hungary",2018,2020,02,004,"Area Harvested",04,"(1000 HA)",88.0000
0459900,"Mixed Grain",HU,"Hungary",2018,2020,02,028,"Production",08,"(1000 MT)",329.0000
0459900,"Mixed Grain",HU,"Hungary",2019,2021,04,004,"Area Harvested",04,"(1000 HA)",84.0000
0459900,"Mixed Grain",HU,"Hungary",2019,2021,04,028,"Production",08,"(1000 MT)",338.0000
0459900,"Mixed Grain",HU,"Hungary",2020,2021,12,004,"Area Harvested",04,"(1000 HA)",74.0000
0459900,"Mixed Grain",HU,"Hungary",2020,2021,12,028,"Production",08,"(1000 MT)",305.0000
0459900,"Mixed Grain",HU,"Hungary",2021,2023,04,004,"Area Harvested",04,"(1000 HA)",62.0000
0459900,"Mixed Grain",HU,"Hungary",2021,2023,04,028,"Production",08,"(1000 MT)",277.0000
0459900,"Mixed Grain",HU,"Hungary",2022,2024,04,004,"Area Harvested",04,"(1000 HA)",55.0000
0459900,"Mixed Grain",HU,"Hungary",2022,2024,04,028,"Production",08,"(1000 MT)",187.0000
0459900,"Mixed Grain",HU,"Hungary",2023,2024,04,004,"Area Harvested",04,"(1000 HA)",75.0000
0459900,"Mixed Grain",HU,"Hungary",2023,2024,04,028,"Production",08,"(1000 MT)",318.0000
0459900,"Mixed Grain",HU,"Hungary",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",57.0000
0459900,"Mixed Grain",HU,"Hungary",2024,2025,04,028,"Production",08,"(1000 MT)",233.0000
0459900,"Mixed Grain",EI,"Ireland",2009,2011,05,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2009,2011,05,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2010,2011,05,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2010,2011,05,028,"Production",08,"(1000 MT)",7.0000
0459900,"Mixed Grain",EI,"Ireland",2011,2012,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2011,2012,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2012,2013,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2012,2013,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2013,2014,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2013,2014,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2014,2015,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2014,2015,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2015,2016,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2015,2016,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2016,2017,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2016,2017,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2017,2018,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2017,2018,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2018,2019,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2018,2019,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2019,2020,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2019,2020,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2020,2021,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2020,2021,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2021,2022,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2021,2022,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2022,2023,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2022,2023,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2023,2024,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2023,2024,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",EI,"Ireland",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",EI,"Ireland",2024,2025,04,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",IT,"Italy",2009,2011,05,004,"Area Harvested",04,"(1000 HA)",19.0000
0459900,"Mixed Grain",IT,"Italy",2009,2011,05,028,"Production",08,"(1000 MT)",54.0000
0459900,"Mixed Grain",IT,"Italy",2010,2011,05,004,"Area Harvested",04,"(1000 HA)",19.0000
0459900,"Mixed Grain",IT,"Italy",2010,2011,05,028,"Production",08,"(1000 MT)",70.0000
0459900,"Mixed Grain",IT,"Italy",2011,2013,11,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2011,2013,11,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2012,2013,11,004,"Area Harvested",04,"(1000 HA)",24.0000
0459900,"Mixed Grain",IT,"Italy",2012,2013,11,028,"Production",08,"(1000 MT)",79.0000
0459900,"Mixed Grain",IT,"Italy",2013,2014,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2013,2014,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2014,2015,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2014,2015,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2015,2016,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2015,2016,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2016,2017,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2016,2017,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2017,2018,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2017,2018,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2018,2019,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2018,2019,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2019,2020,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2019,2020,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2020,2021,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2020,2021,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2021,2022,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2021,2022,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2022,2023,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2022,2023,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2023,2024,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2023,2024,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",IT,"Italy",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",IT,"Italy",2024,2025,04,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",LG,"Latvia",2004,2011,05,004,"Area Harvested",04,"(1000 HA)",28.0000
0459900,"Mixed Grain",LG,"Latvia",2004,2011,05,028,"Production",08,"(1000 MT)",65.0000
0459900,"Mixed Grain",LG,"Latvia",2005,2008,08,004,"Area Harvested",04,"(1000 HA)",25.0000
0459900,"Mixed Grain",LG,"Latvia",2005,2008,08,028,"Production",08,"(1000 MT)",53.0000
0459900,"Mixed Grain",LG,"Latvia",2006,2008,08,004,"Area Harvested",04,"(1000 HA)",37.0000
0459900,"Mixed Grain",LG,"Latvia",2006,2008,08,028,"Production",08,"(1000 MT)",45.0000
0459900,"Mixed Grain",LG,"Latvia",2007,2011,05,004,"Area Harvested",04,"(1000 HA)",21.0000
0459900,"Mixed Grain",LG,"Latvia",2007,2011,05,028,"Production",08,"(1000 MT)",55.0000
0459900,"Mixed Grain",LG,"Latvia",2008,2010,11,004,"Area Harvested",04,"(1000 HA)",33.0000
0459900,"Mixed Grain",LG,"Latvia",2008,2010,11,028,"Production",08,"(1000 MT)",69.0000
0459900,"Mixed Grain",LG,"Latvia",2009,2011,08,004,"Area Harvested",04,"(1000 HA)",30.0000
0459900,"Mixed Grain",LG,"Latvia",2009,2011,08,028,"Production",08,"(1000 MT)",57.0000
0459900,"Mixed Grain",LG,"Latvia",2010,2012,05,004,"Area Harvested",04,"(1000 HA)",30.0000
0459900,"Mixed Grain",LG,"Latvia",2010,2012,05,028,"Production",08,"(1000 MT)",57.0000
0459900,"Mixed Grain",LG,"Latvia",2011,2013,05,004,"Area Harvested",04,"(1000 HA)",23.0000
0459900,"Mixed Grain",LG,"Latvia",2011,2013,05,028,"Production",08,"(1000 MT)",50.0000
0459900,"Mixed Grain",LG,"Latvia",2012,2014,05,004,"Area Harvested",04,"(1000 HA)",18.0000
0459900,"Mixed Grain",LG,"Latvia",2012,2014,05,028,"Production",08,"(1000 MT)",69.0000
0459900,"Mixed Grain",LG,"Latvia",2013,2015,05,004,"Area Harvested",04,"(1000 HA)",28.0000
0459900,"Mixed Grain",LG,"Latvia",2013,2015,05,028,"Production",08,"(1000 MT)",71.0000
0459900,"Mixed Grain",LG,"Latvia",2014,2016,04,004,"Area Harvested",04,"(1000 HA)",34.0000
0459900,"Mixed Grain",LG,"Latvia",2014,2016,04,028,"Production",08,"(1000 MT)",72.0000
0459900,"Mixed Grain",LG,"Latvia",2015,2017,05,004,"Area Harvested",04,"(1000 HA)",16.0000
0459900,"Mixed Grain",LG,"Latvia",2015,2017,05,028,"Production",08,"(1000 MT)",57.0000
0459900,"Mixed Grain",LG,"Latvia",2016,2018,05,004,"Area Harvested",04,"(1000 HA)",9.0000
0459900,"Mixed Grain",LG,"Latvia",2016,2018,05,028,"Production",08,"(1000 MT)",32.0000
0459900,"Mixed Grain",LG,"Latvia",2017,2018,05,004,"Area Harvested",04,"(1000 HA)",7.0000
0459900,"Mixed Grain",LG,"Latvia",2017,2018,05,028,"Production",08,"(1000 MT)",22.0000
0459900,"Mixed Grain",LG,"Latvia",2018,2020,05,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",LG,"Latvia",2018,2020,05,028,"Production",08,"(1000 MT)",13.0000
0459900,"Mixed Grain",LG,"Latvia",2019,2021,04,004,"Area Harvested",04,"(1000 HA)",8.0000
0459900,"Mixed Grain",LG,"Latvia",2019,2021,04,028,"Production",08,"(1000 MT)",31.0000
0459900,"Mixed Grain",LG,"Latvia",2020,2022,04,004,"Area Harvested",04,"(1000 HA)",7.0000
0459900,"Mixed Grain",LG,"Latvia",2020,2022,04,028,"Production",08,"(1000 MT)",31.0000
0459900,"Mixed Grain",LG,"Latvia",2021,2024,04,004,"Area Harvested",04,"(1000 HA)",8.0000
0459900,"Mixed Grain",LG,"Latvia",2021,2024,04,028,"Production",08,"(1000 MT)",25.0000
0459900,"Mixed Grain",LG,"Latvia",2022,2024,04,004,"Area Harvested",04,"(1000 HA)",9.0000
0459900,"Mixed Grain",LG,"Latvia",2022,2024,04,028,"Production",08,"(1000 MT)",27.0000
0459900,"Mixed Grain",LG,"Latvia",2023,2025,04,004,"Area Harvested",04,"(1000 HA)",7.0000
0459900,"Mixed Grain",LG,"Latvia",2023,2025,04,028,"Production",08,"(1000 MT)",19.0000
0459900,"Mixed Grain",LG,"Latvia",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",8.0000
0459900,"Mixed Grain",LG,"Latvia",2024,2025,04,028,"Production",08,"(1000 MT)",27.0000
0459900,"Mixed Grain",LH,"Lithuania",2004,2008,08,004,"Area Harvested",04,"(1000 HA)",99.0000
0459900,"Mixed Grain",LH,"Lithuania",2004,2008,08,028,"Production",08,"(1000 MT)",295.0000
0459900,"Mixed Grain",LH,"Lithuania",2005,2011,05,004,"Area Harvested",04,"(1000 HA)",97.0000
0459900,"Mixed Grain",LH,"Lithuania",2005,2011,05,028,"Production",08,"(1000 MT)",240.0000
0459900,"Mixed Grain",LH,"Lithuania",2006,2008,08,004,"Area Harvested",04,"(1000 HA)",123.0000
0459900,"Mixed Grain",LH,"Lithuania",2006,2008,08,028,"Production",08,"(1000 MT)",146.0000
0459900,"Mixed Grain",LH,"Lithuania",2007,2009,09,004,"Area Harvested",04,"(1000 HA)",98.0000
0459900,"Mixed Grain",LH,"Lithuania",2007,2009,09,028,"Production",08,"(1000 MT)",330.0000
0459900,"Mixed Grain",LH,"Lithuania",2008,2010,11,004,"Area Harvested",04,"(1000 HA)",139.0000
0459900,"Mixed Grain",LH,"Lithuania",2008,2010,11,028,"Production",08,"(1000 MT)",365.0000
0459900,"Mixed Grain",LH,"Lithuania",2009,2011,05,004,"Area Harvested",04,"(1000 HA)",175.0000
0459900,"Mixed Grain",LH,"Lithuania",2009,2011,05,028,"Production",08,"(1000 MT)",491.0000
0459900,"Mixed Grain",LH,"Lithuania",2010,2012,05,004,"Area Harvested",04,"(1000 HA)",175.0000
0459900,"Mixed Grain",LH,"Lithuania",2010,2012,05,028,"Production",08,"(1000 MT)",491.0000
0459900,"Mixed Grain",LH,"Lithuania",2011,2013,05,004,"Area Harvested",04,"(1000 HA)",118.0000
0459900,"Mixed Grain",LH,"Lithuania",2011,2013,05,028,"Production",08,"(1000 MT)",284.0000
0459900,"Mixed Grain",LH,"Lithuania",2012,2013,05,004,"Area Harvested",04,"(1000 HA)",141.0000
0459900,"Mixed Grain",LH,"Lithuania",2012,2013,05,028,"Production",08,"(1000 MT)",485.0000
0459900,"Mixed Grain",LH,"Lithuania",2013,2015,05,004,"Area Harvested",04,"(1000 HA)",165.0000
0459900,"Mixed Grain",LH,"Lithuania",2013,2015,05,028,"Production",08,"(1000 MT)",500.0000
0459900,"Mixed Grain",LH,"Lithuania",2014,2020,12,004,"Area Harvested",04,"(1000 HA)",143.0000
0459900,"Mixed Grain",LH,"Lithuania",2014,2020,12,028,"Production",08,"(1000 MT)",453.0000
0459900,"Mixed Grain",LH,"Lithuania",2015,2020,12,004,"Area Harvested",04,"(1000 HA)",123.0000
0459900,"Mixed Grain",LH,"Lithuania",2015,2020,12,028,"Production",08,"(1000 MT)",511.0000
0459900,"Mixed Grain",LH,"Lithuania",2016,2020,12,004,"Area Harvested",04,"(1000 HA)",114.0000
0459900,"Mixed Grain",LH,"Lithuania",2016,2020,12,028,"Production",08,"(1000 MT)",362.0000
0459900,"Mixed Grain",LH,"Lithuania",2017,2020,12,004,"Area Harvested",04,"(1000 HA)",86.0000
0459900,"Mixed Grain",LH,"Lithuania",2017,2020,12,028,"Production",08,"(1000 MT)",268.0000
0459900,"Mixed Grain",LH,"Lithuania",2018,2020,12,004,"Area Harvested",04,"(1000 HA)",68.0000
0459900,"Mixed Grain",LH,"Lithuania",2018,2020,12,028,"Production",08,"(1000 MT)",174.0000
0459900,"Mixed Grain",LH,"Lithuania",2019,2020,12,004,"Area Harvested",04,"(1000 HA)",111.0000
0459900,"Mixed Grain",LH,"Lithuania",2019,2020,12,028,"Production",08,"(1000 MT)",361.0000
0459900,"Mixed Grain",LH,"Lithuania",2020,2022,04,004,"Area Harvested",04,"(1000 HA)",123.0000
0459900,"Mixed Grain",LH,"Lithuania",2020,2022,04,028,"Production",08,"(1000 MT)",455.0000
0459900,"Mixed Grain",LH,"Lithuania",2021,2023,04,004,"Area Harvested",04,"(1000 HA)",82.0000
0459900,"Mixed Grain",LH,"Lithuania",2021,2023,04,028,"Production",08,"(1000 MT)",222.0000
0459900,"Mixed Grain",LH,"Lithuania",2022,2024,08,004,"Area Harvested",04,"(1000 HA)",70.0000
0459900,"Mixed Grain",LH,"Lithuania",2022,2024,08,028,"Production",08,"(1000 MT)",218.0000
0459900,"Mixed Grain",LH,"Lithuania",2023,2024,04,004,"Area Harvested",04,"(1000 HA)",72.0000
0459900,"Mixed Grain",LH,"Lithuania",2023,2024,04,028,"Production",08,"(1000 MT)",219.0000
0459900,"Mixed Grain",LH,"Lithuania",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",87.0000
0459900,"Mixed Grain",LH,"Lithuania",2024,2025,04,028,"Production",08,"(1000 MT)",294.0000
0459900,"Mixed Grain",NL,"Netherlands",2000,2002,00,004,"Area Harvested",04,"(1000 HA)",7.0000
0459900,"Mixed Grain",NL,"Netherlands",2000,2002,00,028,"Production",08,"(1000 MT)",36.0000
0459900,"Mixed Grain",NL,"Netherlands",2001,2003,00,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",NL,"Netherlands",2001,2003,00,028,"Production",08,"(1000 MT)",21.0000
0459900,"Mixed Grain",NL,"Netherlands",2002,2004,00,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",NL,"Netherlands",2002,2004,00,028,"Production",08,"(1000 MT)",24.0000
0459900,"Mixed Grain",NL,"Netherlands",2003,2008,08,004,"Area Harvested",04,"(1000 HA)",5.0000
0459900,"Mixed Grain",NL,"Netherlands",2003,2008,08,028,"Production",08,"(1000 MT)",30.0000
0459900,"Mixed Grain",NL,"Netherlands",2004,2008,08,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",NL,"Netherlands",2004,2008,08,028,"Production",08,"(1000 MT)",23.0000
0459900,"Mixed Grain",NL,"Netherlands",2005,2008,08,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",NL,"Netherlands",2005,2008,08,028,"Production",08,"(1000 MT)",25.0000
0459900,"Mixed Grain",NL,"Netherlands",2006,2008,08,004,"Area Harvested",04,"(1000 HA)",4.0000
0459900,"Mixed Grain",NL,"Netherlands",2006,2008,08,028,"Production",08,"(1000 MT)",25.0000
0459900,"Mixed Grain",NL,"Netherlands",2007,2009,05,004,"Area Harvested",04,"(1000 HA)",3.0000
0459900,"Mixed Grain",NL,"Netherlands",2007,2009,05,028,"Production",08,"(1000 MT)",18.0000
0459900,"Mixed Grain",NL,"Netherlands",2008,2009,05,004,"Area Harvested",04,"(1000 HA)",3.0000
0459900,"Mixed Grain",NL,"Netherlands",2008,2009,05,028,"Production",08,"(1000 MT)",18.0000
0459900,"Mixed Grain",NL,"Netherlands",2009,2010,04,004,"Area Harvested",04,"(1000 HA)",3.0000
0459900,"Mixed Grain",NL,"Netherlands",2009,2010,04,028,"Production",08,"(1000 MT)",18.0000
0459900,"Mixed Grain",NL,"Netherlands",2010,2011,04,004,"Area Harvested",04,"(1000 HA)",3.0000
0459900,"Mixed Grain",NL,"Netherlands",2010,2011,04,028,"Production",08,"(1000 MT)",18.0000
0459900,"Mixed Grain",NL,"Netherlands",2011,2012,05,004,"Area Harvested",04,"(1000 HA)",3.0000
0459900,"Mixed Grain",NL,"Netherlands",2011,2012,05,028,"Production",08,"(1000 MT)",18.0000
0459900,"Mixed Grain",NL,"Netherlands",2012,2013,05,004,"Area Harvested",04,"(1000 HA)",3.0000
0459900,"Mixed Grain",NL,"Netherlands",2012,2013,05,028,"Production",08,"(1000 MT)",18.0000
0459900,"Mixed Grain",NL,"Netherlands",2013,2014,04,004,"Area Harvested",04,"(1000 HA)",3.0000
0459900,"Mixed Grain",NL,"Netherlands",2013,2014,04,028,"Production",08,"(1000 MT)",18.0000
0459900,"Mixed Grain",NL,"Netherlands",2014,2017,02,004,"Area Harvested",04,"(1000 HA)",2.0000
0459900,"Mixed Grain",NL,"Netherlands",2014,2017,02,028,"Production",08,"(1000 MT)",9.0000
0459900,"Mixed Grain",NL,"Netherlands",2015,2017,05,004,"Area Harvested",04,"(1000 HA)",2.0000
0459900,"Mixed Grain",NL,"Netherlands",2015,2017,05,028,"Production",08,"(1000 MT)",11.0000
0459900,"Mixed Grain",NL,"Netherlands",2016,2017,05,004,"Area Harvested",04,"(1000 HA)",2.0000
0459900,"Mixed Grain",NL,"Netherlands",2016,2017,05,028,"Production",08,"(1000 MT)",12.0000
0459900,"Mixed Grain",NL,"Netherlands",2017,2020,11,004,"Area Harvested",04,"(1000 HA)",1.0000
0459900,"Mixed Grain",NL,"Netherlands",2017,2020,11,028,"Production",08,"(1000 MT)",6.0000
0459900,"Mixed Grain",NL,"Netherlands",2018,2020,11,004,"Area Harvested",04,"(1000 HA)",1.0000
0459900,"Mixed Grain",NL,"Netherlands",2018,2020,11,028,"Production",08,"(1000 MT)",5.0000
0459900,"Mixed Grain",NL,"Netherlands",2019,2021,04,004,"Area Harvested",04,"(1000 HA)",2.0000
0459900,"Mixed Grain",NL,"Netherlands",2019,2021,04,028,"Production",08,"(1000 MT)",12.0000
0459900,"Mixed Grain",NL,"Netherlands",2020,2022,04,004,"Area Harvested",04,"(1000 HA)",1.0000
0459900,"Mixed Grain",NL,"Netherlands",2020,2022,04,028,"Production",08,"(1000 MT)",1.0000
0459900,"Mixed Grain",NL,"Netherlands",2021,2023,11,004,"Area Harvested",04,"(1000 HA)",1.0000
0459900,"Mixed Grain",NL,"Netherlands",2021,2023,11,028,"Production",08,"(1000 MT)",6.0000
0459900,"Mixed Grain",NL,"Netherlands",2022,2024,04,004,"Area Harvested",04,"(1000 HA)",1.0000
0459900,"Mixed Grain",NL,"Netherlands",2022,2024,04,028,"Production",08,"(1000 MT)",5.0000
0459900,"Mixed Grain",NL,"Netherlands",2023,2024,04,004,"Area Harvested",04,"(1000 HA)",1.0000
0459900,"Mixed Grain",NL,"Netherlands",2023,2024,04,028,"Production",08,"(1000 MT)",5.0000
0459900,"Mixed Grain",NL,"Netherlands",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",2.0000
0459900,"Mixed Grain",NL,"Netherlands",2024,2025,04,028,"Production",08,"(1000 MT)",8.0000
0459900,"Mixed Grain",PL,"Poland",2000,2002,00,004,"Area Harvested",04,"(1000 HA)",2173.0000
0459900,"Mixed Grain",PL,"Poland",2000,2002,00,028,"Production",08,"(1000 MT)",4985.0000
0459900,"Mixed Grain",PL,"Poland",2001,2003,00,004,"Area Harvested",04,"(1000 HA)",2309.0000
0459900,"Mixed Grain",PL,"Poland",2001,2003,00,028,"Production",08,"(1000 MT)",6758.0000
0459900,"Mixed Grain",PL,"Poland",2002,2004,00,004,"Area Harvested",04,"(1000 HA)",2310.0000
0459900,"Mixed Grain",PL,"Poland",2002,2004,00,028,"Production",08,"(1000 MT)",6886.0000
0459900,"Mixed Grain",PL,"Poland",2003,2005,00,004,"Area Harvested",04,"(1000 HA)",2440.0000
0459900,"Mixed Grain",PL,"Poland",2003,2005,00,028,"Production",08,"(1000 MT)",6420.0000
0459900,"Mixed Grain",PL,"Poland",2004,2006,07,004,"Area Harvested",04,"(1000 HA)",2519.0000
0459900,"Mixed Grain",PL,"Poland",2004,2006,07,028,"Production",08,"(1000 MT)",8045.0000
0459900,"Mixed Grain",PL,"Poland",2005,2007,05,004,"Area Harvested",04,"(1000 HA)",2631.0000
0459900,"Mixed Grain",PL,"Poland",2005,2007,05,028,"Production",08,"(1000 MT)",7819.0000
0459900,"Mixed Grain",PL,"Poland",2006,2008,08,004,"Area Harvested",04,"(1000 HA)",2738.0000
0459900,"Mixed Grain",PL,"Poland",2006,2008,08,028,"Production",08,"(1000 MT)",6576.0000
0459900,"Mixed Grain",PL,"Poland",2007,2009,09,004,"Area Harvested",04,"(1000 HA)",2765.0000
0459900,"Mixed Grain",PL,"Poland",2007,2009,09,028,"Production",08,"(1000 MT)",8405.0000
0459900,"Mixed Grain",PL,"Poland",2008,2011,05,004,"Area Harvested",04,"(1000 HA)",2851.0000
0459900,"Mixed Grain",PL,"Poland",2008,2011,05,028,"Production",08,"(1000 MT)",8133.0000
0459900,"Mixed Grain",PL,"Poland",2009,2011,05,004,"Area Harvested",04,"(1000 HA)",2805.0000
0459900,"Mixed Grain",PL,"Poland",2009,2011,05,028,"Production",08,"(1000 MT)",9118.0000
0459900,"Mixed Grain",PL,"Poland",2010,2012,11,004,"Area Harvested",04,"(1000 HA)",2430.0000
0459900,"Mixed Grain",PL,"Poland",2010,2012,11,028,"Production",08,"(1000 MT)",7915.0000
0459900,"Mixed Grain",PL,"Poland",2011,2018,08,004,"Area Harvested",04,"(1000 HA)",2470.0000
0459900,"Mixed Grain",PL,"Poland",2011,2018,08,028,"Production",08,"(1000 MT)",7608.0000
0459900,"Mixed Grain",PL,"Poland",2012,2018,08,004,"Area Harvested",04,"(1000 HA)",2270.0000
0459900,"Mixed Grain",PL,"Poland",2012,2018,08,028,"Production",08,"(1000 MT)",7270.0000
0459900,"Mixed Grain",PL,"Poland",2013,2018,08,004,"Area Harvested",04,"(1000 HA)",2189.0000
0459900,"Mixed Grain",PL,"Poland",2013,2018,08,028,"Production",08,"(1000 MT)",7295.0000
0459900,"Mixed Grain",PL,"Poland",2014,2018,08,004,"Area Harvested",04,"(1000 HA)",2186.0000
